Review,True,Predicted,Predicted_Label
beware weve several nylabones dog loved chewing bone seemed hold welluntil piece broke lodged small intestine dachsund since plastic doesnt show xrays blockage wasnt identified late always supervise pet chewing anything chewed,0,0,Negative
nutritional content would helpful know nutritional content considered typical serving size anyone know get info,2,2,Positive
sweet metallic overall thrilled taste product first watermelon strawberry come pretty clearly good sensation following quickly distinctly light thin metallic taste taste lingered well wasnt ironspecific taste metal youd get blood even filtered metallic taste might get eating liver metallic taste get water steeped porous metallic tankard wasnt bad spit product definitely noticeablebr br youve got calorie ounce yes added sugar there enough concentrated juice make product usually drink diet used beverage packing less calorie sweetness came clearlybr br play carbonation packaging carbonation nowhere near level typical carbonated cola carbonation rather light little fizz pleasant mildbr br note presence acerola saw trial acai beverage toobr br bottom line thanks amazon yet another free drink wasnt bad okay something id seek spend money purchase,1,1,Neutral
yea packaging received can polar pumpkin minute ago havent tried needless say give three cheer polarbr perfect unblemished can pumpkin last order libby brand amazon every dentedbr thank polar commitment excellence im sure pumpkin finebr eta please see comment pumpkin live packaging amazingly polar replaced case pumpkin accompanying letterbr state improved product wonderful thing thank polar food thats big star customer relation havent time tobr try new pumpkin yet,2,2,Positive
super smooth coffee melt mouth hardly acid overtone one smoothest coffee ive ever,0,1,Neutral
favorite tea always lipton bag tea since kid still buy,1,1,Neutral
excellent way let kid something sweet good tried half flavor first day came googly grape favorite kid love bag featured flavor listed evenly another post saw four additional flavor bag review two year old assuming discontinued august seems putting bagsbr br tart sour applebr googly grapebr mango tangobr strawberry smashbr wetface watermelonbr pomegranate puckerbr cherrybr tooberry blueberry,1,1,Neutral
best cookie ever cooky taste really good soft pumpkin taste individually wrapped giant cooky taste incredible awesome flavor awesome texture lenny larrys make best cooky brownie hand imo,1,1,Neutral
weaker hoped used making tea loose leaf hoping wouldnt deal mess much nylon bagsteeper tea come term cleanup better paper based bag infusers unfortunately disappointed strength normal brew length even bit longer compared brew get tsp engl bfast leaf get locallybr br finish bag go back stainless tea ball paper flip bag loose tea corner shop finish,1,1,Neutral
well packaged see photo small bag individually well packaged piece small mochi inch x inch calorie usual good soft mochi texture strawberry flavor mochi light perfumie best way describe filling middle like picture flat bite half lengthwise rounding like red gelatin white ring around center part sweet small would pop whole thing mouth savor calorie whole really like flavor type royal family brand mochi multipack order though amazon great subscribe save program guess im perfume type guy food im going pas flavor,0,0,Negative
make weak cup tea excited find lavender earl grey since enjoyed delicious one past brand make weak cup tea maybe next time get high quality loose leaf earl grey add lavender,0,0,Negative
healthier option better back nature choose item wellness journey started back try eat low fat remain conscientious earth inhabitant back nature great job design box look great simple earthy color feel cardboard staying true nature wont find lot frill built boxbr br look like item retailing upwards comparable cracker selling inside box get four sleeve cracker seven cracker cracker perfect name golden honey oat graham see oat taste honey graham bit get gentle sweetness honey balanced taste graham weve come enjoybr br good newsbr eat cracker without guilt brand back nature golden honey oat graham cracker made wout refined sugar trans fat hydrogenated oilsbr br bad newsbr careful exercise portion control easy eat whole sleeve even box good wholesomebr yummybr br missy,1,1,Neutral
